"","data_id","iso","event_id_cnty","event_id_no_cnty","event_date","year","time_precision","event_type","sub_event_type","actor1","assoc_actor_1","inter1","actor2","assoc_actor_2","inter2","interaction","region","country","admin1","admin2","admin3","location","latitude","longitude","geo_precision","source","source_scale","notes","fatalities","timestamp","iso3","timeseries"
"45",8386310,729,"SUD15324",15324,"09 July 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Khartoum","Khartoum",NA,"Khartoum",15.5725,32.5364,1,"Radio Dabanga","National","On 9 July 2021, local residents marched and demanded the recovery of the lands of the Hamadab are of Khartoum (Khartoum state). The demonstrators began a sit-in protest which has lasted at least four days. [size=no report]",0,1626727060,"SDN",2021-07-09
"46",8376397,729,"SUD15319",15319,"09 July 2021",2021,2,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Kassala","Madeinat Kassala",NA,"Kassala",15.4296,36.4105,1,"Radio Dabanga","National","Around 9 July 2021 (as reported), activists held a demonstration in front of the Council of Ministers and the court in Kassala city (Madeinat Kassala locality, Kassala state) denouncing recent violence in Port Sudan, and demanding the removal of the Red Sea governor and members of the Security Committee. [size=no report]",0,1626118833,"SDN",2021-07-09
"47",8386154,729,"SUD15325",15325,"09 July 2021",2021,1,"Battles","Armed clash","Kawahala Ethnic Militia (Sudan)","Kenana Ethnic Militia (Sudan)",4,"Hawazmah-Dar Ali-Sub-Clan Militia (Sudan)","Baggara Ethnic Militia (Sudan); Pastoralists (Sudan)",4,44,"Northern Africa","Sudan","South Kordofan","Ghadeer",NA,"Kologi",10.8575,30.9839,2,"Hudo Centre","National","On 9 July 2021, armed people from Kawahala and Kenana ethnic militia attacked Dar Ali section of the Hawazmah clan (of the Baggara ethnic group) nomadic camp near Kologi town (Ghadeer locality, South Kordofan state). Twenty people were killed and injured many others including one from attackers. The attack was in response to an earlier attack by Hawazmah-Dar Ali sub clan. SAF soldiers were reported not to have intervened in the violence.",20,1626727059,"SDN",2021-07-09
"48",8376519,729,"SUD15320",15320,"09 July 2021",2021,1,"Protests","Peaceful protest","Protesters (Ethiopia)","Tigray Ethnic Group (Ethiopia); Refugees/IDPs (Ethiopia)",6,NA,NA,0,60,"Northern Africa","Sudan","Gedaref","Al Mafaza",NA,"Tunaydbah",13.7519,34.3938,1,"Sudan Tribune","National","On 9 July 2021, Tigrayan refugees demonstrated at the refugee camp in Tunaydbah (Al Mafaza locality, Gedaref state), after WFP food aid given to the refugees was to be replaced by cash (amid high inflation and foot shortages in Sudan). An official has said that some essential nutritional support will be given to mothers and children. [size=no report]",0,1626118833,"SDN",2021-07-09
"49",8376520,729,"SUD15321",15321,"09 July 2021",2021,1,"Protests","Peaceful protest","Protesters (Ethiopia)","Tigray Ethnic Group (Ethiopia); Refugees/IDPs (Ethiopia)",6,NA,NA,0,60,"Northern Africa","Sudan","Gedaref","Galabat Ash-Shargiah",NA,"Umm Rakoba Refugee Camp",13.4883,35.6746,1,"Sudan Tribune","National","On 9 July 2021, Tigrayan refugees demonstrated at Umm Rakoba Refugee Camp (Galabat Ash-Shargiah locality, Gedaref state), after WFP food aid given to the refugees was to be replaced by cash (amid high inflation and foot shortages in Sudan). An official has said that some essential nutritional support will be given to mothers and children. [size=no report]",0,1626118833,"SDN",2021-07-09
"50",8376117,729,"SUD15317",15317,"08 July 2021",2021,1,"Battles","Armed clash","Hawazmah-Dar Ali-Sub-Clan Militia (Sudan)","Baggara Ethnic Militia (Sudan)",4,"Kawahala Ethnic Militia (Sudan)",NA,4,44,"Northern Africa","Sudan","South Kordofan","Ghadeer",NA,"Kologi",10.8575,30.9839,1,"Ayin Network; Radio Dabanga","National","On 8 July 2021, members of the Dar Ali section of the Hawazmah clan of the Baggara clashed with members of the Kawahala in Kologi town (Ghadeer locality, South Kordofan state), following escalating tensions between the two groups. At least 13 were killed across two days of clashes (with fatalities split over two events) and an unknown number wounded.",6,1626118832,"SDN",2021-07-08
"51",8376118,729,"SUD15318",15318,"08 July 2021",2021,1,"Battles","Armed clash","Beni Amir Ethnic Militia (Sudan)",NA,4,"Nuba Ethnic Militia (Sudan)",NA,4,44,"Northern Africa","Sudan","Red Sea","Port Sudan",NA,"Port Sudan",19.6148,37.2225,2,"Sudan Tribune; Sudan Akhbar; Radio Dabanga","National","On 8 July 2021, 'tribal' violence between unspecified ethnic groups (presumed to be Beni Amir and Nuba, given the locations in which fighting took place) continued in the Dar al-Naim/Mirghania neighborhood of Port Sudan (Port Sudan locality, Red Sea state). SAF and Abu Tira (a.k.a. Central Reserve Police) intervened in the clashes (implied to be on the side of one of the clashing groups, although it is unclear which group was being supported). At least one person was killed on 6 July (with three being killed across three days of fighting, and fatalities distributed across three events) and at least 14 were wounded, whilst several houses were torched and roads barricaded. Authorities claimed to be engaging in policing operations against 'gangs'.",1,1626118832,"SDN",2021-07-08
"52",8385853,729,"SUD15316",15316,"08 July 2021",2021,2,"Protests","Peaceful protest","Protesters (Sudan)","Students (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","River Nile","Atbara",NA,"Atbara",17.6949,33.9852,1,"Sudan News Agency; Radio Dabanga","National","Around 8 July 2021 (as reported), medical students from the Nile Valley University in Atbara city (Atbara locality, River Nile state) began a sit-in protest at the university, calling for the institution to reopen and for studying to resume. [size=no report]",0,1626727059,"SDN",2021-07-08
"53",8376115,729,"SUD15314",15314,"07 July 2021",2021,1,"Battles","Armed clash","Hawazmah-Dar Ali-Sub-Clan Militia (Sudan)","Baggara Ethnic Militia (Sudan)",4,"Kawahala Ethnic Militia (Sudan)",NA,4,44,"Northern Africa","Sudan","South Kordofan","Ghadeer",NA,"Kologi",10.8575,30.9839,1,"Radio Dabanga; Ayin Network","National","On 7 July 2021, members of the Dar Ali section of the Hawazmah clan of the Baggara clashed with members of the Kawahala in Kologi town (Ghadeer locality, South Kordofan state), following escalating tensions between the two groups. At least 13 were killed across two days of clashes (with fatalities split over two events) and an unknown number wounded.",7,1626118832,"SDN",2021-07-07
"54",8376116,729,"SUD15315",15315,"07 July 2021",2021,1,"Battles","Armed clash","Beni Amir Ethnic Militia (Sudan)",NA,4,"Nuba Ethnic Militia (Sudan)",NA,4,44,"Northern Africa","Sudan","Red Sea","Port Sudan",NA,"Port Sudan",19.6148,37.2225,2,"Sudan Akhbar; Sudan Tribune; Radio Dabanga","National","On 7 July 2021, 'tribal' violence between unspecified ethnic groups (presumed to be Beni Amir and Nuba, given the locations in which fighting took place) continued in the Dar al-Naim/Mirghania neighborhood of Port Sudan (Port Sudan locality, Red Sea state). SAF and Abu Tira (a.k.a. Central Reserve Police) intervened in the clashes (implied to be on the side of one of the clashing groups, although it is unclear which group was being supported). At least one person was killed on 6 July (with three being killed across three days of fighting, and fatalities distributed across three events) and at least 14 were wounded, whilst several houses were torched and roads barricaded. Authorities claimed to be engaging in policing operations against 'gangs'.",1,1626118832,"SDN",2021-07-07
"55",8376408,729,"SUD15313",15313,"07 July 2021",2021,1,"Violence against civilians","Attack","Unidentified Armed Group (Sudan)",NA,3,"Civilians (Sudan)","Refugees/IDPs (Sudan)",7,37,"Northern Africa","Sudan","South Darfur","Beliel",NA,"Kalma IDP Camp",12.012,24.9994,2,"Radio Dabanga","National","On 7 July 2021, unknown gunmen killed an IDP and wounded another in the area of Kalima Al Hilla as the victims were travelling back to Kalma IDP Camp (Beliel locality, South Darfur state; coordinates used at GP2). There is no further information.",1,1626118833,"SDN",2021-07-07
"56",8376249,729,"SUD15312",15312,"07 July 2021",2021,2,"Violence against civilians","Attack","Rizeigat Ethnic Militia (Sudan)",NA,4,"Civilians (Sudan)","Refugees/IDPs (Sudan)",7,47,"Northern Africa","Sudan","Central Darfur","Mukjar",NA,"Artala",11.8558,23.7407,1,"Democrat (Sudan)","National","Around 7 July 2021 (as reported), 'Janjaweed' (coded as Rizeigat militia) attacked and killed an IDP at Artala (Mukjar locality, Central Darfur state). There is no further information on the incident.",1,1626118833,"SDN",2021-07-07
"57",8376114,729,"SUD15311",15311,"06 July 2021",2021,1,"Battles","Armed clash","Beni Amir Ethnic Militia (Sudan)",NA,4,"Nuba Ethnic Militia (Sudan)",NA,4,44,"Northern Africa","Sudan","Red Sea","Port Sudan",NA,"Port Sudan",19.6148,37.2225,1,"Radio Dabanga; Sudan Tribune; Sudan Akhbar","National","On 6 July 2021, 'tribal' violence between unspecified ethnic groups (presumed to be Beni Amir and Nuba, given the locations in which fighting took place) occured in the Dar al-Naim/Mirghania neighborhood of Port Sudan (Port Sudan locality, Red Sea state). SAF and Abu Tira (a.k.a. Central Reserve Police) intervened in the clashes (implied to be on the side of one of the clashing groups, although it is unclear which group was being supported). At least one person was killed on 6 July (with three being killed across three days of fighting, and fatalities distributed across three events) and at least 14 were wounded, whilst several houses were torched and roads barricaded. Authorities claimed to be engaging in policing operations against 'gangs'.",1,1626118832,"SDN",2021-07-06
"58",8376393,729,"SUD15310",15310,"06 July 2021",2021,1,"Battles","Armed clash","Hawazmah-Dar Ali-Sub-Clan Militia (Sudan)","Baggara Ethnic Militia (Sudan)",4,"Kawahala Ethnic Militia (Sudan)",NA,4,44,"Northern Africa","Sudan","South Kordofan","Ghadeer",NA,"Kologi",10.8575,30.9839,2,"Radio Dabanga","National","On 6 July 2021, a cattle raid involving the two groups of the Dar Ali section of the Hawazmah clan of the Baggara and the Kawahala took place at an unspecified location in Ghadeer locality (South Kordofan state) [coded to Kologi]. It is not clear who instigated the raid, and the event is coded here as an armed clash pending further information. There is no information regarding fatalities or casualties.",0,1626118833,"SDN",2021-07-06
"59",8376399,729,"SUD15309",15309,"06 July 2021",2021,2,"Protests","Peaceful protest","Protesters (Sudan)","Teachers (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","Khartoum","Khartoum",NA,"Khartoum",15.5725,32.5364,1,"Radio Dabanga","National","Around 6 July 2021 (as reported), university lecturers protested in Khartoum (Khartoum state), calling for improvements to pay and for pay scales to be standardized. [size=no report]",0,1626118833,"SDN",2021-07-06
"60",8386152,729,"SUD15323",15323,"06 July 2021",2021,1,"Violence against civilians","Attack","Hawazmah-Dar Ali-Sub-Clan Militia (Sudan)","Baggara Ethnic Militia (Sudan); Pastoralists (Sudan)",4,"Civilians (Sudan)",NA,7,47,"Northern Africa","Sudan","South Kordofan","Ghadeer",NA,"Kologi",10.8575,30.9839,1,"Hudo Centre","National","On 6 July 2021, members of Dar Ali section of the Hawazmah clan (of the Baggara ethnic group) shot three projectiles (presumed to be small arms fire) which fell at Jabarouna neighborhood of Kologi town (Ghadeer locality, South Kordofan state). No fatalities or injuries were reported.",0,1626727059,"SDN",2021-07-06
"61",8386312,729,"SUD15307",15307,"05 July 2021",2021,1,"Battles","Armed clash","Unidentified Ethnic Militia (Sudan)",NA,4,"Zaghawa Ethnic Militia (Sudan)",NA,4,44,"Northern Africa","Sudan","West Darfur","Jebel Moon",NA,"Selea",14.2236,22.5647,2,"Radio Dabanga","National","On 5 July 2021, fighting continued between two unspecified ethnic groups (one of whom is presumed to be Zaghawa) at the Selea area of Jebel Moon locality (West Darfur state). Across four days of fighting, one person was killed and five were wounded. There is no further information on the clashes. Fatality is coded on the 2nd.",0,1626727060,"SDN",2021-07-05
"62",8376111,729,"SUD15304",15304,"05 July 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)","Labour Group (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","West Kordofan","Al Lagowa",NA,"Baleela Airport",11.2226,28.5534,1,"Radio Dabanga; Sudan Tribune","National","On 5 July 2021, residents of the Baleela area began a sit-in demonstration at Baleela Airport (Al Lagowa locality, West Kordofan state), calling for Petro Energy Company (based near to the airport) to provided compensation and jobs to the local community. The demonstrators prevented oil workers from accessing the nearby oil facility, through unspecified means. [size=no report].",0,1626118832,"SDN",2021-07-05
"63",8376112,729,"SUD15306",15306,"05 July 2021",2021,2,"Strategic developments","Other","Janjaweed",NA,3,"Civilians (Sudan)",NA,7,37,"Northern Africa","Sudan","Central Darfur","Wadi Salih",NA,"Garsila",12.3853,23.1414,2,"Radio Dabanga; Sudan Akhbar","National","Mass grave: Around 5 July 2021 (as reported), three mass graves were exhumed at an unspecified location in Wadi Salih locality (Central Darfur state) [coded to Garsila], containing the remains of at least 149 bodies. The head of the Darfur Bar Association has linked the former Janjaweed commander Ali Kushayb to the killings, and also to the former Central Darfur governor Jaafar Abdel Hakam. The precise date of the killings is not specified.",0,1626118832,"SDN",2021-07-05
"64",8376113,729,"SUD15308",15308,"05 July 2021",2021,1,"Riots","Violent demonstration","Rioters (Sudan)","Beja Ethnic Group (Sudan)",5,NA,NA,0,50,"Northern Africa","Sudan","Red Sea","Sinkat",NA,"Sinkat",18.8353,36.8338,1,"Radio Dabanga; VOA; Alintibaha","National-International","On 5 July 2021, hundreds of Beja demonstrators blocked the Port Sudan-Khartoum highway and Atbara-Port Sudan railway line with burning tires in Sinkat town (Sinkat, Red Sea). The demonstration was in response to the announcement by the High Council of Beja Nazirs against the continued detention of 42 Beja residents in Khartoum for participating in the June 30th parade, as well as the failure of authorities to resolve political and ethnic disputes in Eastern Sudan. [size=hundreds]",0,1626118832,"SDN",2021-07-05
"65",8376400,729,"SUD15305",15305,"05 July 2021",2021,2,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","East Darfur","Ad Duayn",NA,"Ed Daein",11.4619,26.1258,1,"Radio Dabanga","National","Around 5 July 2021 (as reported), demonstrators marched in Ed Daein (Ad Duayn locality, East Darfur state), calling for an end to violence, discrimination, and tribalism. [size=no report]",0,1626118833,"SDN",2021-07-05
"66",8376403,729,"SUD15301",15301,"05 July 2021",2021,1,"Battles","Armed clash","West Kordofan Communal Militia (Sudan)","Pastoralists (Sudan)",4,"Unidentified Armed Group (Sudan)",NA,3,34,"Northern Africa","Sudan","West Kordofan","Abu Zabad",NA,"Abu Zabad",12.353,29.2346,2,"Radio Dabanga","National","On 5 July 2021, an unknown armed group clashed with armed pastoralists from West Kordofan at Abu Janouk in or near Abu Zabad locality (West Kordofan state) [coded to Abu Zabad]. The pastoralists repulsed the armed group, killing one and wounding another. The reason for the fighting is unclear, though the population has been now prevented from moving along border areas between government controlled and SPLM-North (Abdelaziz faction) areas.",1,1626118833,"SDN",2021-07-05
